index,cafe,review,친절해요,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요,대화하기 좋아요,사진이 잘 나와요,뷰가 좋아요,가성비가 좋아요,집중하기 좋아요
2610,로드리카페,일부러 멀리 찾아가 맛본 로드리 샌드위치 최고 재료조합과 스프레드가 특별함,0,0,0,1,0,0,0,0,0,0,0
4318,어라운드데이,성수카페거리 단독주택카페인데 느낌 좋아요 짱박는 자리가 많아서 데이트하기 굿굿굿 커피 맛있고 디저트 테린느 너므너므 맛나 요 사랑할정도 아메리카노도 맛있어요 덜 붐비는 평일 넘 좋네요,0,1,1,0,0,0,0,0,0,0,0
3660,카페오미노,참 괜찮은 카페네요,0,0,0,0,0,0,0,0,0,0,0
3668,아방베이커리 서울숲점,테이크아웃해서 먹었고 우유스콘이 너무 맛있었어서 기대하고 코코넛카야 크로와상 샀는데 이건 너무 달았어요 다음엔 우유스콘 사먹을겁니다,0,0,0,1,0,0,0,0,0,0,0
4112,CLASKA,루프탑이 넓어서 날씨 좋을 때 가기 좋은 장소입니다,0,0,1,0,0,0,0,0,0,0,0
184,카페온화 익선점,딸기 수플레 진짜 맛있는데 가격이 사악해요 커피도 맛있고 분위기도 좋은데 단점은 디저트 마감이 생각보다 빨라요 시 분에 제가 한 주문이 마지막 수플레여서 그뒤론 다들 돌아가시더라구요 디저트 때문에 일부러 찾아가시는거면 꼭 미리 전화해서 마감 여 부 확인하세요,0,1,1,1,0,0,0,0,0,0,0
2204,아뻬 서울,꿀케이크랑 허니라벤더티 먹고 까눌레도 포장했어요 꿀케이크가 너무 궁금해서 온 건데 직원님이 친절하시네요,1,0,0,0,0,0,0,0,0,0,0
170,H라운지,모임차 방문했는데 음식맛은 기본이였어요 선불이라주문때마다 카운터로 가서 계산해야하는게 번거로웠지만 워낙 손님이 많아서 그렇다고 한번쯤 방문해보는건 괜찮은거 같아요,0,0,0,0,0,0,0,0,0,0,0
2122,모자이크 베이커리 율곡점,인테리어 너무 멋져요 오전에 오니 빵 종류가 더 다양해서 고르기 좋더라구요 지난번에 못 먹은 소세지데니쉬 까지 있어서 보 자마자 순삭했어요 사장님도 친절하셔요 너무 좋아서 재방문했어요 빵이 하나하나 다 맛있고 분위기가 너무 따뜻해서 좋네요 또올게요 이화주차장바로 옆이라 주차하기 아주 편해요 자주올게요 모자이크베이커리 혜화 대학로 맛집,1,0,1,1,0,0,0,0,0,0,0
3375,amam.seoul,픽업알람 빨리해주세요 그리고 오늘따라 유독 커피가 맛없네요,0,0,0,0,0,0,0,0,0,0,0
501,리틀브라운,항상 친절하신 사장님들 서비스 과자도 맛나요,1,0,0,1,0,0,0,0,0,0,0
3010,오버나잇 커피 로스터스,커피 맛있어요 손님도 많네용,0,1,0,0,0,0,0,0,0,0,0
1885,엔티커피,딸기 요거트 스무디 요거트랑 딸기 조화가 좋았어요 멋있는 요거트 파우더 쓰시는듯 커피는 평범했습니다,0,0,0,0,0,1,0,0,0,0,0
3770,DYI WORKSHOP,성수에 새로생긴 찐 맛 커피집 사장님이 로스터리를 운영하신다고 하시던데 그래서인지 드립 커피가 정말 맛있었어요 카페 분위기도 너무 좋고 디저트도 커피랑 같이 먹으면 집근처라면 단골하고싶은 곳,0,1,1,1,0,0,0,0,0,0,0
1388,마샹스,가게에서 밀크티를 마시고 스콘은 사와서 집에서 커피랑 먹었어요 북적이는 휴일에도 이곳은 고요하네요 너무 맛있었고 행복한 시간이었습니다,0,0,0,0,0,0,0,0,0,0,0
410,미라보쇼콜라,초콜릿 고급진 맛이에요 퇴근하고 사먹기 좋아요 맛있고 오랑제뜨 추천할게요,0,0,0,1,0,0,0,0,0,0,0
3921,봇봇봇,날 좋을때 테라스에서 즐기기 딱임 특히 인스타 갬성 극혐 시멘트 숙이고 먹는 좌석 아니라서 좋아염 커피는 맛있는데 에스프레소플로토 아이스크림 있눈고 는 가격대비 걍 그런듯,0,1,1,0,0,0,0,0,0,0,0
2975,카페 엔드롱,커피 맛있다는 리뷰가 많아서 엄청 기대했는데 역시 엄청 맛있네요 라떼 완전 꼬숩고 아아도 향이 너무좋아요 사이즈도 두가지여서 라지 시킬수있어서 좋아요,0,1,0,0,0,0,0,0,0,0,0
3926,카페 할아버지공장,인테리어 독특합니다 깔조네 샐러드의 독특한 향이 좀 거슬렸는데 전체적으로 무난했어요 사람들 많아서 막 돌아다니니 조용하게 식 사하기엔 비추천 핫플 성지순례라 생각함 되겠더라구요,0,0,1,0,0,0,0,0,0,0,0
4278,골든라이언,좋아요 로투스치즈케이크 맛있어요,0,0,0,1,0,0,0,0,0,0,0
3739,마크69,넘 맛난거 아님니꽈 가격대비 양이 조금 아쉽지만 뭐 핫플아닙니꺼 초코레이어케이크 먹구 추가주문했는데도 또 먹고 싶었어융,0,0,0,1,0,0,0,0,0,0,0
2834,메종드루즈,인생 마카롱집 가게 인테리어도 너무 멋있고 사장님께서도 항상 친절하게 응대해주세요 마카롱 종류 별로 다 먹어봤는데 하나도 빠짐없이 다 맛있고 구움과자류도 고급스럽게 맛있어요 마카롱 중에는 얼그레이랑 아몬드 구움과자류에는 다쿠아즈 강추드리고 싶 어요,1,0,0,1,0,0,0,0,0,0,0
3968,높은산,가을이 왔나 나무밑에 있는데 낙엽이 짜이 티 만들기용 사가서 팁도 알려주셨는데 당당하게 실패함,0,0,0,0,0,0,0,0,0,0,0
3449,카페벨라지오,매장앞 의자에 앉아 지나가는사람들과남대문시장의 맛을 느껴요,0,0,0,0,0,0,0,0,0,0,0
3238,르풀,외부에 앉으려면 웨이팅해야하지만 요즘 같은 날씨에는 꼭 한 번 쯤 가야하는 르풀 샌드위치 맛도 좋아요,0,0,0,1,0,0,0,0,0,0,0
2876,MINNIM,분위기좋고 수제양갱도 맛있어요,0,0,1,1,0,0,0,0,0,0,0
1921,섹터 커피 바,섹터크림라떼의 크림이 꾸덕하니 맛있다 말차라떼는 말차 아이스크림이 올라가는데 조금더 찐했으면 좋겠다 바스크치즈케익은 녹진하니 맛지다,0,0,0,1,0,1,0,0,0,0,0
3839,위넌스터디카페 성수점,책상 넓어서 너무 좋아여 간식도 다양하고 마실 거 다양해서 너무 조아여 쵝오에겨 옴뇸뇸,0,0,1,0,0,0,0,0,0,0,0
3154,릴리펏 현대시티아울렛동대문점,수시로 장난감들을 바로바로 소독하시는게 보여서 마음놓고 아기랑 놀았습니다,0,0,0,0,0,0,0,0,0,0,0
1300,카페 아에 종로점,직원분들 넘 친절하시고 음료도 넘 맛있게 만들어 주셨어요 녹차라떼 넘 맛있네욥 감사합니닷,1,0,0,0,0,1,0,0,0,0,0
1342,와플대학 경희궁자이캠퍼스,바나나누텔라와플이 맛있네요 아아랑 먹으면 찰떡이겠어요,0,0,0,1,0,0,0,0,0,0,0
1302,선드라이커피,쿠키슈의 크림이 맛있었어요,0,0,0,1,0,0,0,0,0,0,0
2466,카페테라피 대학로점,덕분에 정말 좋은 시간이 되었습니다 지금까지 여친에 대하여 알지 못한 부분이나 애매한 부분을 여기서 한번 더 재정리하는 시간을 갖게해주는 장소 및 강사님들을 제공해주셔서 감사합니다,1,0,0,0,0,0,0,0,0,0,0
2151,플러스카페 3호점,친절한 서비스와 편안한 공간이 좋았습니다 감사해요,1,0,0,0,0,0,0,0,0,0,0
2981,카페 나의우주,매장이 쾌적하고 케익도 부드럽고맛있어요 음료도 잘먹었습니다,0,0,0,1,0,1,0,0,0,0,0
211,아이사구아,야경데이트 기분좋게 카페에서 좋아요,0,0,0,0,0,0,0,0,1,0,0
8,더숲 초소책방,평일 아침 낮에 가면 사람이 적어서 뷰 즐기기 좋아요 빵 가격대가 높은 편이지만 맛있어요,0,0,0,1,0,0,0,0,1,0,0
941,어텐디 북촌점,친구가 여기서 쿠키앤크림 홀케이크를 사줬는데 너무 맛있어서 일요일 오전에 부랴부랴 사러왔어요 구겔호프 도 먹어봤는데 진짜 다른데서 못 먹어본 찐한 맛들이라 특히 초코 구겔호프 안에 헤이즐넛이 통으로 많이 들어있는데 대박이에요 단 거 안좋아하는데 여기는 인정해요,0,0,0,1,0,0,0,0,0,0,0
679,풍류관,논알콜 칵테일 같이 팔아서 좋아요 분위기도 진짜 괜찮습니다 한라산도 어디가서 먹어본 적 없는 맛이에요,0,0,0,0,0,0,0,0,0,0,0
2146,플러스카페 3호점,실버 바리스타 친절함과 맛있는 수제 레몬차 먹고 힐링했습니다,1,0,0,0,0,1,0,0,0,0,0
1599,츄로101 삼청점,츄러스보단 아이스크림 맛집이네요,0,0,0,1,0,0,0,0,0,0,0
295,묘한빵집,샌드위치랑 치아바타 다 맛있어요 부암동 자주 갔어도 잘 몰랐는데 오늘보니 덩쿨에 간판이 가려졌더라구요 진심 맛있어요,0,0,0,1,0,0,0,0,0,0,0
2325,별달밤,모카포트로 내려 부드러운 커피맛과 다락방 공간에서 잔잔히 울려퍼지는 음악이 참 좋아요,0,0,0,0,0,0,0,0,0,0,0
348,카페아르크,야외 루프탑 테라스가 아름다운 카페 주차공간까지 있어 주말에 방문하기 좋아요 층과 옥상 루프탑을 사용하고 있어요 층 테이블은 넓은 편은 아니에요 날씨 좋은날 루프탑 이용하러 방문하기 좋은 곳이에요 루프탑에서 바라보는 인왕산 종로 경치가 아름다워요 커피 맛도 괜찮네요,0,1,1,0,0,0,0,0,1,0,0
1664,담쟁이집,매장이 넓고 크고 회의나 대화하기 좋아요 혼자 노트북작업하기도 딱좋고요 야외테이블도 예뻐요 디카페인 메뉴 새로 생겼나봐요 더욱 좋네요 번창하세요,0,1,1,0,0,0,1,0,0,0,0
4175,옹근달,디저트가 다양하기만해요 커피맛은 좋아요 일회용 장갑을 주는 이유를 알겠어요 까눌레는 찢어야해요 레몬핀은 그럭저럭 먹을 만 했어요 디저트 가격은 흠 이정도까지여나 싶네요 하지만 야외 수영장 뷰가 기분 좋고 시원함을 더해요 직원분들만 친절하면 됩니 다,0,1,0,0,0,0,0,0,1,0,0
2614,는커피,커피도 맛있고 공간도 좋아요,0,1,1,0,0,0,0,0,0,0,0
2349,오후홍콩 대학로점,커피가 맛있음니다 뽀로야우도 따뜻할때 먹으면 괜찮을것같네요,0,1,0,0,0,0,0,0,0,0,0
3615,호두붐 을지로점,가성비 좋고 친절하긴 한데 얼음좀 많이 넣어달라고 해도 대답만 하시고 똑같네요,1,0,0,0,0,0,0,0,0,1,0
1099,푸른초장쉴만한,차맛이 좋아요 분위기도 굿,0,0,1,0,0,1,0,0,0,0,0
3833,성수동더블랙,인테리어가 예쁘고 커피가 짱 맛있어요 다양한 원두를 고를 수 있어서 좋아용,0,1,1,0,0,0,0,0,0,0,0
3234,르풀,파니니 먹으려고 방문했는데 연어아보카도샌드위치가 너무 땡겨서 이걸로 주문했는데 후회없는 선택이었네요 커피 대신 선택한 차도 아주 좋았어요 날씨가 좋을 때는 고즈넉한 정동길을 볼 수 있는 야외테라스에서 먹으면 좋겠네요 인기에 비해 가게가 협소해서 시 좀 넘으면 기다려야 해요,0,0,0,0,0,1,0,0,0,0,0
2800,스탠다드커피,바닐라빈 라떼 크로플 맛있어요,0,1,0,1,0,0,0,0,0,0,0
188,카페꼼마 삼일빌딩점,나선형 계단이 인상적이고 책이 주기적으로 업데이트돼서 좋아요,0,0,1,0,0,0,0,0,0,0,0
3178,딩굴,리모델링 이후 엄청 깔끔해지고 좋아졌어요 만화책이랑 웹툰 종류도 많고 책 읽는 공간도 프라이빗해 편하게 시간 보낼 수 있어서 좋더라구요,0,0,1,0,0,0,0,0,0,0,0
1023,GROUND62,전망굿 조용하고 오픈되어있어서 좋네여 근데 커피맛에비해 비싸네여,0,0,0,0,0,0,0,0,1,0,0
964,이채 카페,사진찍기도좋고 예뻐요,0,0,1,0,0,0,0,1,0,0,0
2815,노보텔 앰배서더 서울동대문 더델리,직원분들이 정말 친절하시고 합리적인 가격에 맛있는 애프터눈티 먹을 수 있어서 좋았습니다 특히 케이크랑 타르트가 정말 맛있었어요,1,0,0,1,0,0,0,0,0,1,0
1202,호전다실,다양한 차를 접할 수 있고 설명도 이해하기 쉽게 잘해주세요,0,0,0,0,0,0,0,0,0,0,0
350,모브,브런치 아아 무화과토스트 모브,0,0,0,0,0,0,0,0,0,0,0
3244,커피루소 정동,커피가격이 쎄지만 쎈만큼 진짜 맛있어요 브런치 하기도 좋고 자리도 적당히 많아요 창으로 해가 잘들어와요,0,1,0,0,0,0,0,0,1,0,0
1606,태극당 인사점,단팥빵이 정말정말 최고입니다 이렇게 맛있는 단팥빵이 어디있나요 새계최고의 단팥빵,0,0,0,1,0,0,0,0,0,0,0
1107,에이테이블,어제 배불러 못먹은 피칸파이 눈에 아른거려 다시옴요 왕피칸들이 한가득 값어치하는듯요 넘안달아 좋아요 안쪽까지 피칸그득 동네 에 디저트 잘하는 카페 생겨서 좋음,0,0,0,1,0,0,0,0,0,0,0
3128,Gnoy,집에서 가까워서 갔는데 이제 자주 갈것 같아요,0,0,0,0,0,0,0,0,0,0,0
3693,빙봉,양 적다는 리뷰가 많아서 셋이 가서 세 개 시켰는데 양 겁나 많아요 먹고 배불러 죽을뻔 샐러드 좋아하면 한 번 갈 만합니다 맛있 어요 근데 가격이 사악해서 문제죠 뭐,0,0,0,0,0,0,0,0,0,0,0
716,부트 카페,가옥분위기 인테리어 좋고 커피 맛있어요 취향대로 원두 고를 수 있는게 좋네용,0,1,1,0,0,0,0,0,0,0,0
624,부암동스코프,부암동 오면 꼬옥 들려줘야 하는 곳 브라우니랑 오렌지 케이크는 들릴 때마다 항상 사 먹는데 역시 실망시키지 않는 맛이네요,0,0,0,1,0,0,0,0,0,0,0
1571,카페 수달,딱히 정해둔 카페 없이 즉흥으로 찾은 곳이었어요 카페가 안쪽에 위치 했는데 조용하니 좋더라구요 카페는 넓고 카페 인테리어가 굉 장히 멋져요 저희는 테라스 자리에 앉았는데 잘 가꾼 정원에 있는 느낌이어서 좋았구요 오렌지비앙코는 제 스트는 아녔어요,0,0,1,0,0,0,0,0,0,0,1
3762,오우도,대림창고 갔는데 공사중이여서 지나가는길에 우연히 들린 오우도 테이블에 꽃도 넘이뻤고 테이크아웃잔도 플라스틱 컵이 아니라 종이컵에 종이뚜껑 완전 아이디어 좋아요 바닐라빈라떼 시나몬라떼 둘 다 천원이지만 둘 다 완전 맛있어요,0,1,1,0,0,0,0,0,0,0,0
4285,타타스베이글 성수점,베이글맛집인데 베이글샌드위치가 특히 점심식사로 먹기 좋았어요 베이글만 먹기 만족스럽지 못할때 고르면 딱입니다 아몬드튀일도 맛있어요,0,0,0,1,0,0,0,0,0,0,0
3561,쁘띠몬스트리,시까지 이라서 좋네요 커피맛도 진한편입니다 스콘이 특별해보이던데 다음에 먹어봐야겠어요,0,0,0,0,0,0,0,0,0,0,0
4075,타이거슈가 성수역점,테이크아웃한다는데 큐알 읽으라고 고래고래 소리지르는 주인클라쓰,0,0,0,0,0,0,0,0,0,0,0
3493,르빵 명동성당점,부터 분 대기해 공주 통밤식빵을 샀다 몇 년만의 득템인지 맛이야 뭐 두말할 필요도 없다,0,0,0,1,0,0,0,0,0,0,0
3534,카페 카다로그,조용하게 분위기를 즐길 수 있는 음악을 틀어주셔서 더욱 좋았습니다 커피와 디저트는 물론 맛있었습니다,0,1,0,1,0,0,0,0,0,0,1
1270,카페게더 광화문,매장이 넓고 쾌적한 느낌입니다 메뉴 가격 라인 아이스 아메리카노 원 아이스 라떼 원 커피 맛이 특별하거나 시그니처 메뉴가 있는건 아닙니다 적당히 기분 좋게 앉아서 먹고갈 수 있는 정도 입니다 다인원이 가기에도 넓은 자리들이 좀 있습니다 야외에 도 자리가 있습니다 옥수수빨대를 사용합니다 매장이 쾌적해 보여서 또 갈 의사 있습니다,0,0,1,0,0,0,0,0,0,0,0
2206,아뻬 서울,꿀 전문점 꿀이 메인인 음료들과 디저트들도 다 좋았어요,0,0,0,1,0,1,0,0,0,0,0
1865,스페이스 코르,종로 가에서 회의할 공간이 필요해 검색해서 왔는데 회의공간이 꽤커서 깜짝 놀랐습니다 인테리어도 멋지고 쑥라떼도 맛있습니다 회의에 필요한 모든장비가 있어 편했어요 티비 프린터 노트북 등등 직원도 친절합니다,1,0,1,0,0,1,0,0,0,0,0
3875,체다앤올리,새우 샌드위치 먹으려고 서울숲옴,0,0,0,1,0,0,0,0,0,0,0
969,사직동 그 가게,비건으로 먹을 수 있는 두부커리와 두유짜이 오랜만에 보는 친구들과 즐겁게 맛점했습니다,0,0,0,1,0,0,0,0,0,0,0
3648,카페드로우지,음식 양이 적당하게 많고 또 정말 맛있어요 루프탑 뷰가 너무 예뻐서 사진도 많이 찍었어요 노을 질 때가 정말 예쁜 것 같아요 그리고 직원분들 화장실 어디냐고 묻는 사소한 질문에도 활짝 웃으면서 친절하게 알려주셔서 기분이 너무 좋았어요 적게 일하고 많이버세요 한남점도 오픈했다고 들었는데 그 쪽도 방문해보려고요 감사합니다,1,0,0,1,0,0,0,1,1,0,0
3913,puum,분위기 맛 다 최고,0,0,1,0,0,0,0,0,0,0,0
2711,설기당,맛있어요 케이크 항상 포장해서 먹는데 엄마도 좋아하시고 아빠도 좋아하세요,0,0,0,1,0,0,0,0,0,0,0
3437,움트 신세계백화점 본점,얼그레이 케익 달지않고 맛있어요,0,0,0,1,0,0,0,0,0,0,0
2909,마이버터드림,마롱도 맛있고 민트피스도 맛있어요,0,0,0,0,0,0,0,0,0,0,0
1697,블루보틀 광화문 카페,블루보틀 여기저기 생긴 건 알았는데 움직이는 동선에 걸리지 않아 오늘에서야 드디어 교토 블루보틀 이후 두번째 음료도 맛있고 디저트도 맛있어 다만 너무 작은 디저트 불편한 테이블 의자 또 갈 것 같진 않아,0,0,0,0,0,1,0,0,0,0,0
4321,어라운드데이,시그니처커피 마싯어요,0,1,0,0,0,0,0,0,0,0,0
1933,정그리다,좌식으로 되너있는 좌석이 너무 편하고 좋아요 낮에가면 햇빛이 들어서 따뜻하고 힐링하기 좋은 곳이예요 커피들이 산미없이 고소해서 맛있어요,0,1,1,0,0,0,0,0,0,0,0
2539,스노브 대학로점,케이크 종류가 많아요 달지 않고 맛있어요,0,0,0,1,0,0,0,0,0,0,0
1473,어니언 안국,밤에 가면 고요한 한옥을 온전히 즐길 수 있는 곳 비건커피와 디카페인 맛있는 빵도 있다 반은 좌식 반은 테이블이라 자유롭게 앉기에 좋음 직원분들이 매우매우 친절함,1,1,1,1,0,0,0,0,0,0,0
2034,루이스의사물들,매장 인테리어 너무 예뻐요 사진 많이 찍어서 앨범 넘쳐 흘러요 특히 루이스 만의 매력이 있다면 원하는 컵과 접시를 골라서 먹을 수 있다는게 너무 매력적인 것 같아요 그리고 원하는 컵이나 접시는 구매할 수 있는 것도 너무 좋아요 모든 컵 다 쓸어오고 싶었 어요,0,0,1,0,0,0,0,0,0,0,0
230,토오베,레몬젤리가 맛있다 홍차소다는 아이스크림이 다 녹아야 달달해지고 신박한 맛이난다 오브제들 덕분에 주방 인테리어가 특별해보 인다,0,0,1,1,0,1,0,0,0,0,0
3667,아방베이커리 서울숲점,친구 추천으로 가봤습니다 우유크림스콘 먹었는데 비싸지만 다음에 또 먹고싶은 맛이에요 안달고 맛있어요 어디서 봤는데 동양인이 디저트칭찬할 때 최고의 칭찬이 이거랬음,0,0,0,1,0,0,0,0,0,0,0
1224,이이엄,분위기 조용하고 공간이 너무 예뻐요 나만 알고서 몰래몰래 가고 싶어요,0,0,1,0,0,0,0,0,0,0,1
36,효자베이커리,콘브래드는 안에 고로케처럼 옥수수 감자 양파 들어있네요 갓나와서 괜찮아요 어니언소보로는 흔한 맛이고 주말엔 복숭아빵같은거 나왔는데 특이하지만 괜찮았어요,0,0,0,1,0,0,0,0,0,0,0
459,히든커피,커피 괜찮네요 가격도 괜찮고요 용량도 크답니다,0,1,0,0,0,0,0,0,0,1,0
4223,오드투스윗,바닐라빈 토독토독 느껴지는데 전 좋았어요,0,0,0,1,0,0,0,0,0,0,0
2267,베이크업,디저트가진짜맛있어요,0,0,0,1,0,0,0,0,0,0,0
2191,심세정,매장이 작지만 빵 종류가 다양해요 누텔라트위스트 너무 맛있어요,0,0,0,1,0,0,0,0,0,0,0
2258,지파시 현대시티아울렛 동대문점,현동아 층에 있어요 젤라또 아이스크림 맛있네요 아이스아메리카노 무료로 먹으러 왔다가 젤라또도 먹고 갑니당,0,0,0,1,0,0,0,0,0,0,0
2896,슬로우브레드파파,롤치즈 들어간 빵 먹어봤는데 맛있어요,0,0,0,1,0,0,0,0,0,0,0
358,통의동단팥,오래된 맛집 딸과 가끔 가도 맛 변화가 없어요 오래도록 그 자리 지켜주세요,0,0,0,1,0,0,0,0,0,0,0
1598,츄로101 삼청점,삼청동 거리 걸으면서 먹기 좋아요,0,0,0,0,0,0,0,0,0,0,0
2346,오후홍콩 대학로점,밀크티 넘 맛있어요,0,0,0,0,0,1,0,0,0,0,0
3336,적당,예전 생각이 나는 장소 오랫만에 오니 좋다,0,0,0,0,0,0,0,0,0,0,0
1481,부빙,참외빙수 특이하네요 하지만 역시 근본이 최고 딸기최고,0,0,0,1,0,0,0,0,0,0,0
1489,갤러리더스퀘어,티 오마카세는 처음이었는데 정말 만족스러웠습니다 음식도 맛있었구요 친구들이랑 방문했는데 연인끼리 오거나 부모님 모시고 와도 정말 좋을 거 같네요,0,0,0,0,0,0,0,0,0,0,0
1704,수수커피 디타워점,비엔나 커피가 맛있어요,0,1,0,0,0,0,0,0,0,0,0
4248,바이레인,성수동쪽 갔다가 디저트맛집이래서 포장하러 들렀어요 완전 디저트천국이었네요 특히 초당옥수수페스츄리와 크림브뤨레 도넛 정 말 맛있네요 담엔 케익류들도 맛보고 싶어지는 바이레인,0,0,0,1,0,0,0,0,0,0,0
3556,리프레시라운지,명동에 괜찮은 까페,0,0,0,0,0,0,0,0,0,0,0
1703,수수커피 디타워점,시그니쳐 메뉴 다 맛있어요 크림이 정말 쫀득하고 맛있어요 쑥블랑 추천합니다,0,0,0,1,0,0,0,0,0,0,0
254,카페포엠 북촌점,케이크와 티 맛있어요,0,0,0,1,0,1,0,0,0,0,0
2316,카페키이로,디저트에 사장님의 애정이 묻어나요 맛있고 귀엽고 소중해요 짱짱,0,0,0,1,0,0,0,0,0,0,0
4244,바이레인,빵 종류가 다양하고 특히 초당옥수수 빵을 아주 맛나게 먹었습니당,0,0,0,1,0,0,0,0,0,0,0
2551,릴랙스 인 다운타운,분위기 커피 맛 모두 좋았어요 음악도 완전 제 취향,1,1,0,1,0,0,0,0,0,0,0
1010,더 피아노,주말에는 주차하기 번거로울 수 있어요 인 음료 주문 해야하고 가격대가 있어요 산 아래 바람이 불어서 지금 딱 앉아있기 좋아요,0,0,1,0,0,0,0,0,0,0,0
1409,낟더쌔임,사장님도 친절하시고 음료도 맛있어요 근처로 이사오고싶을정도로 좋은 공간,1,0,0,0,0,1,0,0,0,0,0
4394,스트로베리32 성수점,망고에 미친 사람은 꼭 먹어야하는 케이크 어떻게 포크질을 해도 잘 익은 망고가 꼭 걸려서 행복합니다 빵과 크림은 도울뿐 맛있어요,0,0,0,1,0,0,0,0,0,0,0
2334,파인데이즈,비건베이커리 정말 맛있어요 비건옵션이 있어서 정말 좋습니다 두유 라떼진짜 환상이니까 꼭 드세요,0,1,0,1,0,0,0,0,0,0,0
3908,카페 알렛츠,우연히 들어간 곳인데 인테리어도 정말 예쁘고 매장도 화장실도 정말 깨끗해요 친절하시고 커피도 맛있네요 자리간격도 넓고 좋았 습니다 다음에 또 방문하겠습니다,1,1,1,0,1,0,0,0,0,0,0
2659,바이미디저트,크리스마스 케이크 귀여워용,0,0,0,0,0,0,0,0,0,0,0
2262,혜화문아래,츄로스 초코소스 찍어먹으면 너모너모 맛있어요 주문 즉시 만들어주는 크로플도 바닐라아이스크림과 함께면 너무 맛있쥬 바삭바삭 오렌지주스는 시럽을 안넣고 제조한다고 해요 시럽 넣는거 안좋아하는데 넘 맛있어요 홍시쥬스도 꾸덕하니 맛있네요,0,0,0,1,0,1,0,0,0,0,0
3695,빙봉,음식도맛있고 테라스 뷰도 좋음,0,0,0,0,0,0,0,0,1,0,0
3565,쁘띠몬스트리,포장이 깔끔하고 예쁜데 스콘도 너무 맛있어요 그리고 직원분이 정말 친절하셔서 편하게 고를 수 있었어요 종종 방문해야겠어요,1,0,0,1,0,0,0,0,0,0,0
3596,몬떼비서울 수표점,산미 원두 극혐이라 카페가면 꼭 산미없는 원두 물어보고 주문하는 편 로드맨 맛있어요 가격도 착합니다,0,0,0,0,0,0,0,0,0,1,0
3363,카페피크닉,소금빵 지나가다 구매 맛은 촉촉계로 다 식어서 맛도 없고 풍미도 없고 검은 이상한 게 묻어있음 음료 구매 안하면 카페에 못 있는데여,0,0,0,0,0,0,0,0,0,0,0
4127,아뜰리에만나,사장님도 친절하시고 빵도 너무 맛있어요 쌀빵도 있도 달지 않은것도 많아서 아기들에게 줄때도 부담없이 줄수 있어서 좋더라구요 아 기들이 아주아주 좋아한답니다 또 요즘에는 직접 가지않아도 택배 배송이 다 되니까 편리하게 어디서든 이용할수 있어서 좋네요,1,0,0,1,0,0,0,0,0,0,0
4020,offbeat,너무너무 좋았어요 인테리어가 멋져요 힙하고 조용하고 좋은 시간보냈습니다,0,0,1,0,0,0,0,0,0,0,1
371,침니펍,침 침착맨 좋아요 니 니코니코니 펍 펍은 못 하겠어요,0,0,0,0,0,0,0,0,0,0,0
3050,작은숲 과자점,평소에 과자를 좋아해서 이것저것 많이 사먹는 편인데 이 집은 정말 너무너무 맛있어요 디자인도 귀엽고 아기자기해서 과자들이랑 잘 어울려요 아 그리고 친환경제품을 사용하는게 굉장히 좋았습니다,0,0,0,1,0,0,0,0,0,0,0
3682,키쏘커피 파랑헌,에스프레소 맛집입니다 돌이켜보면 또 생각이 나는 그런 커피맛이네요 커피를 좋아하시는 분들이랑 강추하고 싶네요 주차 발렛 주차 가 안되네요,0,1,0,0,0,0,0,0,0,0,0
1695,블루보틀 광화문 카페,지하철역도 가깝고 청계천 바로앞이라서 접근성도 좋아요 주문받는 직원분도 메뉴설명 친절하게 해주셔서 잘 먹고 갑니다,1,0,0,0,0,0,0,0,0,0,0
2786,카페 더블린,스콘 너무 맛있어요 다음에 파운드도 먹어봐야겠어요,0,0,0,1,0,0,0,0,0,0,0
2322,별달밤,직접 볶은 원두와 진한 밀크티 맛이 일품입니다 빈티지한 분위기와 잔잔한 인디음악이 마음을 편하게 해줘요 티나 에이드도 맛있구 직접 만든 홍차쨈과 크래커도 음료랑 잘어울립니다 시원한 밤에는 옥상 테라스에 올라가도 좋아요,0,0,0,1,0,1,0,0,0,0,0
219,담장옆에국화꽃CCOT 안녕인사동점,인사동카페에서 먹은것중 가장 맛났어요 팥바팥빙수를 먹었는데 팥이 고급졌고 빙수자체도 맛났어요 후식으로는 최고인듯,0,0,0,1,0,0,0,0,0,0,0
2591,인터미션,휘낭시에 맛나용 커피는 쏘쏘 너무 연해요,0,0,0,1,0,0,0,0,0,0,0
2593,인터미션,뷰도 너무 좋고 루프탑도 있는 카페 안에 연뮤 플북도 있고 오슷도 있는 걸 보아하니 사장님도 연뮤덕이신가 싶었어요 아아메 싸고 맛있어요,0,1,0,0,0,0,0,0,1,1,0
2410,헤이스윗,말해모해 존맛 케이크는 달지 않으면서도 초코맛이 진하게 나서 좋았구요 초코쿠키도 마찬가지였어요 식감도 바삭하니 아주 맛있 었습니다 얼그레이 파운드 케이크는 부드러워서 목막히는 식감이 아니라서 좋았어요 무화과 휘낭시에는 무화과가 큼지막하게 들어 가서 씹는 맛이 있었습니다 또 사먹으러 갈게여,0,0,0,1,0,0,0,0,0,0,0
