,cafe,review,친절해요,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요,대화하기 좋아요,사진이 잘 나와요,뷰가 좋아요,가성비가 좋아요,집중하기 좋아요
2030,솔방울베이커리,여기 반미샌드위치 진짜 맛있어요 제 최애는 베트남 좋아반미구 비건 반미도 팔고 뷰도 진짜 좋아요 참새들이 주변에 날라다녀요 인 사동에 이런공간이 커피도 베트남커기 제대로 하는집이고 같이주는 해바라기씨도 짱맛있습니다 쨋든 추천,0,1,0,1,0,0,0,1,0,0,0
2031,솔방울베이커리,인사동에 있는 한옥 스타일 카페지만 커피 디저트는 베트남식 너무 신기했지만 커피도 베트남에서 먹었던 베트남식 핀드립 커피를 먹었어요 가게 화장실 너무 깨끗하고 아주 조용해서 나중에 와서 공부하거나 업무를 봐도 될 정도네요 다음에 인사동 오면 꼭 다시 올게요 감사합니다,0,0,0,0,1,0,0,0,0,0,1
2032,솔방울베이커리,서울에 좋은 카페 많지만 결국 다시 열시꽃에 오게 된다 반미 너무 맛있고 커피도 너무 맛있고 공간도 분위기도 너무 좋다 새로 들어온 소품도 좋음,0,1,1,1,0,0,0,0,0,0,0
2033,솔방울베이커리,쌈지길옆 좀 아늑한 기분이 드는 찻집 카페 베트남 음식도 한다는데 담에 먹어보려구요,0,0,1,0,0,0,0,0,0,0,0
2034,솔방울베이커리,열시꽃은 인사동 쌈지길 사이에 자리잡은 한옥이다 운치있고 조용하며 세련된 실내 장식은 마음을 안정 시킨다 우선 커피를 즐기는 사람으로 커피향에 취하게 했다 또한 친절한 주인 마음의 포근함을 느꼈다,1,0,1,0,0,0,0,0,0,0,1
2035,열시꽃,운좋게 웨이팅도없이 바로 들어가고 자리도 잘잡았습니당 맛도있고 양도 여러명이서 괜찮아용 세트로 먹으면 양이많습니당,0,0,0,0,0,0,0,0,0,1,0
2036,열시꽃,새우로제파스타 위 위 라자냐 스테이크는살짝 질기고 고기냄새가 먹물리조또는 쏘쏘했어요 매장작아웨이팅있었어요 식전빵도맛나요,0,0,0,0,0,0,0,0,0,0,0
2037,열시꽃,예약하고 가서 기다리지 않고 먹을 수 있었어요 조금 일찍 도착해서 한옥거리 산책 후 한정 메뉴 라자냐 샐러드 항정살 스테이크 에 그베네딕트 주문했습니다 산책하면서 전화로 미리 주문을 해놓았더니 음식이 바로 나왔고 친절했습니다 음식은 맛있고 채소도 싱싱 했어요 가귁은 조금 비싸고 양은 그렇게 많지 않습니다 메장은 아담합니다 독특한 경험이었습니다,1,0,0,0,0,0,0,0,0,0,0
2038,열시꽃,신선한 재료로 만들어진 것 같았고 맛있고 양도 넉넉했음 본인기준 기다리기 싫은 분들은 꼭 예약하고 가시길 친절한 직원분들 수고하세용,1,0,0,0,0,0,0,0,0,1,0
2039,열시꽃,다 너무 맛있게 먹었어요,0,0,0,0,0,0,0,0,0,0,0
2040,열시꽃,네이버 예약은 필수인 거 같아용 시로 예약했구 그 시간이 오픈이었는데 시작부터 웨이팅이 있더라구요 다행히 바로 자리 안 내해주셔서 앉았구 라자냐도 먹을 수 있었습니당 넘넘 맛있어요 라자냐 그리구 샐러드도 소스가 너무 맛있고 오믈렛도 부드러워 빵이랑 너무 잘어울렸어요 나중에 가면 다른 종류의 음식도 도전하고 싶어용,0,0,0,0,0,0,0,0,0,0,0
2041,열시꽃,핵비추 솔직히 왜가는지 모르겠어요 인스타 업로드용 사진땜에 가는거같은데 솔직히 안국쪽으로 좀만가면 훨씬 분위기 좋고 이 색적인곳 많은데 굳이 여기까지 와서 줄서서 여기를 대 여자친구들 모임이었는데 진짜 너무 실망했어요 일단 음식이 너무너 무너무너무 별로 로제파스타 한약재맛 면 덜 삶김 새우 부실 라자냐 텁텁함 브런치메뉴 사진만 예쁘게 나옴,0,0,0,0,0,0,0,1,0,0,0
2042,열시꽃,예약시간보다 분 일찍 도착 시부터 식사 예약을 받는곳이라 시간되서 다시 오라는 안내를 받았어요 장소가 워낙 협소하다보 니 그럴수도 있겠다 싶어서 알겠다고 답하고 다른곳 다녀오긴 시간이 안되서 매장밖에서 서서 기다림 예약할때 메모에 예쁜 좌석으 로 예약부탁드립니다 라고 남겼지만 결과는 접시 개를 한꺼번에 놓기로 힘든 매우 협소한 가장 안쪽 구석 인 자리 물론,0,0,0,0,0,0,0,0,0,0,0
2043,익선잡방,와 케이크 다먹고 싶은거 참았어요 케이크도 음료도 맛있고 무엇보다 루프탑 최고입니닼 모기 물렸지만 좋아요,0,0,1,1,0,1,0,0,0,0,0
2044,익선잡방,내돈내산 제 생일 셀프로 케익주문 했오용 우째 홀케익은 무조건 신사에서 구매해야 한다거 생각했는지 혹시나 하는 마음에 인사점에 전화하니 흔쾌히 이곳에서도 주문이 가능하여서 당장 냅 다 얼그레이로 주문했아여 이 케익 처음 먹은게 조각이였는데 그 때의 첫 맛과는 살 짝 달라요 말린 잎 그런거 씹히는 것도 전혀 없어 향도 맛도 전체적으로 연했어요 홀케익 주문시,0,0,0,0,0,0,0,0,0,0,0
2045,익선잡방,뷰가 좋아요 실내도 쾌적한데 야외가 넓고 커요,0,0,1,0,0,0,0,0,1,0,0
2046,익선잡방,루프탑 카페라 시원하고 뷰도 좋아요 특히 자리에 앉아서 보이는 북악산과 북한산이 너무 멋졌어요 커피와 케이크도 맛있어요,0,1,0,1,0,0,0,0,1,0,0
2047,익선잡방,안녕인사동 층 엘리베이터타고 올라가면 바로 보임 커피맛은 조금 싱겁지만 시원하게 탁트인 하늘보기에 좋은 뷰맛집,0,0,0,0,0,0,0,0,1,0,0
2048,익선잡방,직원 생일 선물용으로 방문하여 포장했어요 주변에 예쁜 매장이라고 추천하고 다녔는데 저는 정작 년만에 방문했네요 예전보다 루프탑이 더 예뻐졌어요,0,0,1,0,0,0,0,0,0,0,0
2049,익선잡방,키햐 케이크 넘 맛있떠여 다음엔 홀케이크 꼭 도전해 보겠어요 절미절미 인절미 절라맛있궁 얼그레이 케이크는 크림 안에 얼 그뤠이 잎이 씹혀요 정성 가득한 케이크 잘 먹었슘다,0,0,0,1,0,0,0,0,0,0,0
2050,익선잡방,바깥공기 쐬며 맛난 아메와 인절미케이크 신세계였던,0,1,0,1,0,0,0,0,0,0,0
2051,소진담 안녕인사동점,테이블석이 풍경 멀리 보기가 좋아요 메뉴 다 맛있는데 라구파스타는 간이 좀 세고 양이 많아요 커피를 많이 마시고 싶지는 않았는데 인당 잔의 페어링세트를 무조건 시켜야해서 좀 그랬어요 분위기가 좋아서 데이트하기는 좋아요,0,0,1,0,0,0,0,0,1,0,0
2052,소진담 안녕인사동점,모든 메뉴가 맛있는 집은 오랜만에 방문했어요 커피도 세 잔 모두 맛있었는데 특히 율무라떼가 정말 입니다 커피 페어링 꼭 드세요 직원분들도 너무 친절하신데 주말 남자직원분이 정말 천사십니다 다들 적게 일하시거 많이 버세요,1,1,0,0,0,1,0,0,0,0,0
2053,소진담 안녕인사동점,주말 창가자리 브런치 예약하고 갔습니다 통창이 탁트여 좋았으나 공간이 생각보단 크지않고 너무 시끄러워서 기대한 분위기가 아니라 좀 실망했네요 음식은 무난하고 식전이랑 식중간에 나오는 두커피가 맛있었어요 디저트 커피는 요즘 너무 맛있는 크림라떼들이 많아서 그런지 큰 임팩트는 없는맛 한번 방문으로 만족합니다,0,1,0,0,0,0,0,0,0,0,0
2054,소진담 안녕인사동점,뷰가 너무 아름다워요 음식도 모두 신선하고 맛있었습니다 다만 사람이 많으면 다소 음료가 늦게 나오는 것 같아요 시그니처크림라떼 엄청 크림이 쫀쫀하고 부드러워서 맛있었어요 부라타치즈샐러드도 강추하는 메뉴,0,0,0,1,0,0,0,0,1,0,0
2055,소진담 안녕인사동점,예약제라 창가자리 앉고 너무 좋았어요 음식도 다 맛있고 분위기가 너무 좋네요 다음에 재방문 필수 입니당,0,0,0,0,0,0,0,0,1,0,0
2056,소진담 안녕인사동점,예약하려면 브런치 페어링 인 커피페어링 다 시켜야 되는점이 좀 아쉬웠어요 음식도 많이 남고 가격도 좀 하지만 여유로운 분위기와 초록초록한 뷰가 넘 좋았어요,0,0,0,0,0,0,0,0,1,0,0
2057,소진담 안녕인사동점,보신각뷰가 정말 좋아요 메뉴 설명도 하나하나 친절하게 해주셨고 음악도 흘러나와 엄마도 저도 만족스러운 티타임을 즐겼습니 다 다음번엔 창가뷰 예약해서 브런치 먹으러 오겠습니다,1,0,0,0,0,0,0,0,0,0,0
2058,소진담 안녕인사동점,종로에 풍경이 좋은 카페 옛날갬성 노래 들으면서 추억에 빠질 수 있는 공간이네용 뷰도 너무 좋고 분위기도 좋고 커피맛은 더더 좋네요,0,1,1,0,0,0,0,0,1,0,0
2059,소진담 안녕인사동점,독립문 주민 종로에도 독립밀방이 생겼다길래 다녀왔습니다 음식도 맛있고 페어링드링크라고 식전티와 곁들임음료로 나오는 티 칵테일이 있는데 처음 먹어보는 티칵테일은 오묘하면서도 음식과 잘 어울리네요 처음엔 이게 뭐지하다가도 집에 가서도 계속 생각나 더라구요 보신각은 녹음에 가려져 잘 보이진 않았지만 그래도 통창뷰가 너무 시원하더라구요 저녁때가 되니 은은한 조명을,0,0,1,0,0,0,0,0,0,0,0
2060,서울커피 익선점,판을 직접 가져다 경험해볼 수 있는 카페 자리마다 기구가 다 준비되어 있고 내가 원하는 다양한 음악을 감상할 수 있었어요 청음실 도 따로 준비되어 있어 공간 안에서 꽉찬 음악을 들을 수 있다는 점도 좋았어요 색다른 경험을 해볼 수 있어 적극 추천하고 싶은 곳,0,0,1,0,0,0,0,0,0,0,0
2061,서울커피 익선점,노래도 들을수있고 분위기도 좋아요,0,0,1,0,0,0,0,0,0,0,0
2062,서울커피 익선점,분위기 좋고 좋아하는 음악도 맘껏 즐길수 있네요 볼륨 업,0,0,1,0,0,0,0,0,0,0,0
2063,서울커피 익선점,음료가 너무 비싸요,0,0,0,0,0,0,0,0,0,0,0
2064,뮤직컴플렉스 서울,나도 더디어 가봣다 블루보틀 광화문점은 청계청 바로 앞이라서 좋아요 매장은 상상보다 작고 테이크아웃 유동인구 중심의 카페라 앉아서 오래 집중하거나 하는 카페는 아닙니당 매장에 사람 많았고 직원분덜은 아주 친절했습니다 디카페인도 되구 라떼는 엄청 꼬소하고 맛났어요 양이 적어서 완샷에 끝나는게 좀 아쉽,1,1,0,0,0,0,0,0,0,0,0
2065,뮤직컴플렉스 서울,직원분들이 친절해요 아이스크림이랑 커피가 너무 잘어울려요 맛있어요,1,0,0,1,0,1,0,0,0,0,0
2066,뮤직컴플렉스 서울,지하철역도 가깝고 청계천 바로앞이라서 접근성도 좋아요 주문받는 직원분도 메뉴설명 친절하게 해주셔서 잘 먹고 갑니다,1,0,0,0,0,0,0,0,0,0,0
2067,뮤직컴플렉스 서울,저녁 시대에 방문하니까 확실히 웨이팅도 없이 편하게 조용하게 커피 즐길 수 있었어요 직원분들도 친절하시고 매장도 깨끗하고 좋았습니다 커피도 맛있어요,1,1,0,0,1,0,0,0,0,0,1
2068,뮤직컴플렉스 서울,블루보틀 여기저기 생긴 건 알았는데 움직이는 동선에 걸리지 않아 오늘에서야 드디어 교토 블루보틀 이후 두번째 음료도 맛있고 디저트도 맛있어 다만 너무 작은 디저트 불편한 테이블 의자 또 갈 것 같진 않아,0,0,0,0,0,1,0,0,0,0,0
2069,뮤직컴플렉스 서울,요즘 저렴한 가격 뛰어난 맛의 로스터리 카페 많아 가성비는 떨어지지만 가끔 이런 데 와서 마시면 기부니가 좋아지는 갬성의 영역 블루보틀이니 당연히 맛도 좋고 라떼 사랑합니다,0,1,0,0,0,0,0,0,0,1,0
2070,뮤직컴플렉스 서울,아이스드립 르완다라서 고민도안하고 바로시켰고요 다른 농장 르완다에 비해 밍밍한느낌은 있었어요 테라로사 르완다저스틴 리저브 르완다쇼리랑 비교했을 때 제빙기 호시자키라서 커피맛 확 살려주는것같아요,0,0,0,0,0,0,0,0,0,0,0
2071,뮤직컴플렉스 서울,우유가 맛있어서 그런지 라떼 맛있어요 놀라플로트도 맛있어요 아이스크림 올라간 라떼 좋아요,0,1,0,1,0,0,0,0,0,0,0
2072,뮤직컴플렉스 서울,커피마시러 갔는데 자리가 많이 없어서 직원 추천 원두 구매하고 왔어요,0,0,0,0,0,0,0,0,0,0,0
2073,포비 광화문,다른카페가려다가 자리없어서 우연히 왔는데 아주 만족 쿠키종류도 맛있고 보기에도 정말 이뻐요 커피도 맛있고 음료도 맛있었어요 신발벗고 평상처럼 앉는 부분이 있어서 좋아요 다만 쿠키가 포장되어있거니 덮개로 덮여있었으면 좋을거같아요 문앞에 바로 있어서 먼지 들어갈거 같은 느낌,0,1,0,0,0,1,0,0,0,0,0
2074,포비 광화문,여기 베이커리 정말 맛있어요 더운 날 상쾌하게 쉬어갑니당,0,0,0,1,0,0,0,0,0,0,0
2075,포비 광화문,음료든 디저트는 전부 조금 비싼감이 있는 듯해요 근데 맛이 나쁘지도 않고 익선동 방문하시면 한 번 정돈 가 볼만한 것 같아요,0,0,0,0,0,0,0,0,0,0,0
2076,포비 광화문,루프탑도 있는 카페 버터쿠키도 스트러들도 맛있어요 테이블이 작은 게 아쉬웠어요,0,0,0,1,0,0,0,0,0,0,0
2077,포비 광화문,음료 맛있는데 가격데비 넘 비쌉니다,0,0,0,0,0,1,0,0,0,0,0
2078,포비 광화문,루프탑 추천합니다 더 더워지기 전에 한옥 내려보는 재미를 느껴보세요 커피맛닜고 디저트는 훌륭,0,1,0,1,0,0,0,0,0,0,0
2079,포비 광화문,토마토 바질 에이드,0,0,0,0,0,0,0,0,0,0,0
2080,끼룩하우스,수플레 정말 맛있게 먹었습니다 기본맛이 젤 맛있더라구요 다만 초파리가 너무 많이 날라다녀서 신경이 많이 쓰였어요 시간 동안 거짓말 안하고 마리는 잡은 것 같아요 위생에 좀 더 신경 써주시면 좋겠어요,0,0,0,1,0,0,0,0,0,0,0
2081,끼룩하우스,카페 온화 예전부터 와보고 싶었던 곳이었는데 수플레가 정말 부드럽고 폭신폭신하네요 딸기 수플레 안에 딸기잼이랑 생딸기가 듬뿍 들어가 있어서 상큼달달했어요 생딸기 라떼도 물론 맛있었구요 직원분도 친절하시고 카페 내부가 예뻐서 재방문하고 싶은 곳 이에요 익선동 가볼만한 카페로 추천해요,0,0,1,1,0,1,0,0,0,0,0
2082,끼룩하우스,수요미식회 디저트 맛집 카페온화 익선동 지점 플레인 수플레 진짜 보들보들 입안에서 사르르 녹는다는 그 바로 그 느낌 바나나 위에 크림브릘레 느낌의 얇은 카라멜층 조화가 너무 좋았다,0,0,0,1,0,0,0,0,0,0,0
2083,끼룩하우스,팬케이크가 입에 들어가면 바로 녹아버리고 크림도 적당히 단단하니 맛있습니다 그리고 무엇보다 바나나위에 설탕코팅 되어있는데 진짜 바나나 크림 시럽 팬케이크 이렇게 먹으면 웃음이 끊이지 않는 맛입니다,0,0,0,1,0,0,0,0,0,0,0
2084,끼룩하우스,수플레 넘 맛잇어요 아메랑 같이 먹으면 딱임,0,0,0,1,0,0,0,0,0,0,0
2085,끼룩하우스,주문이 밀려 음료 분 수프레 분기다림 알바하시는분들 힘들어보임 화이팅,0,0,0,0,0,0,0,0,0,0,0
2086,끼룩하우스,딸기 수플레 진짜 맛있는데 가격이 사악해요 커피도 맛있고 분위기도 좋은데 단점은 디저트 마감이 생각보다 빨라요 시 분에 제가 한 주문이 마지막 수플레여서 그뒤론 다들 돌아가시더라구요 디저트 때문에 일부러 찾아가시는거면 꼭 미리 전화해서 마감 여 부 확인하세요,0,1,1,1,0,0,0,0,0,0,0
2087,끼룩하우스,수플레 맛집 조명 인테리어 편한 의자와 테이블 음료 차별화 없는 내가 아는 그 맛 가격 디저트 재방문의사 다음에 한 번은 더 가보고싶다 라고 생각한지 삼분 뒤 생각해보니 내일 당장 가고싶다 인 테리어 즐기면서 음료만 마시기엔 사람이 많아서 대기하는 시간과 프리미엄 가격을 주기엔 아까운 느낌이지만 진짜 맛있는 수플,0,0,1,1,0,0,0,0,0,0,0
2088,끼룩하우스,역시 수플레 맛집이네요 기본 수플레를 시켜봤는데 주문하는 순간부터 만들어서 아무래도 좀 시간이 걸리지만 맛있는 걸 먹기위해 기다림이 필요한거 같아요 그때그때 만들어서 더 맛이 좋은거 같기도 해요,0,0,0,1,0,0,0,0,0,0,0
2089,카페온화 익선점,요슴같은 날씨에 야외에서 편하게 한잔 분위기도 좋고 차로 가기에 딱 좋은 분위기 커피집이지만 야외에서만 맥주를 팔아서 시원 한 바람과 분위기에 눈치 안보고 편하게 수다떨다 왔네요 루프탑에서 야경 바라보며 커피 마시러 다시오게될듯,0,1,1,0,0,0,0,0,1,0,0
2090,카페온화 익선점,내가 봤던 달콤커피 중 가장 예쁜 매장이었으나 대모 때문에 시끄러워서 아쉽,0,0,1,0,0,0,0,0,0,0,0
2091,카페온화 익선점,꿀자몽 추천해요 빙수보다는 음료,0,0,0,0,0,1,0,0,0,0,0
2092,카페온화 익선점,커피 맛있고 사람 구경하기 좋아요 자리도 넓고 뷰가 좋아요,0,1,1,0,0,0,0,0,1,0,0
2093,카페온화 익선점,날씨 좋을때 가면 너무 좋아요,0,0,0,0,0,0,0,0,0,0,0
2094,카페온화 익선점,날씨 좋으면 밖에 앉아있기 좋아요 커피는 쏘쏘,0,0,0,0,0,0,0,0,0,0,0
2095,카페온화 익선점,테라스랑 루프탑이 있어서 뷰가 너무 좋아요,0,0,0,0,0,0,0,0,1,0,0
2096,카페온화 익선점,청계천에서 가깝고 야외 테라스 뷰가 좋은 커피맛집이에요,0,1,0,0,0,0,0,0,1,0,0
2097,식물,본래 재료의 맛이 진하게 느껴지는 맛 설탕 단맛에 가려지지 않은 고유의 단맛 정성이 가득 들어간 건강한 비건의 맛 지속가능한 먹거리를 위해 앞으로의 빵집이 앞으로의 삶에 제시하는 맛있는 비건식을 응원합니다,0,0,0,0,0,0,0,0,0,0,0
2098,식물,정말 건강한 재료로만 만든 케이크이기때문에 글루텐알레르기 다이어트중이신 분들 등등에게 특히나 더 좋을 거 같아요 다만 매장엔 사람이 너무 많아서 앉을 자리는 없으니 테이크아웃을 추천드립니다 그리고 혹시 꼭 먹고싶은 디저트가 있다면 미리 예약 추 천드려요 바쁘실텐데 사장님도 직원분들도 너무너무 친절하셔서 덕분에 더 기쁜좋게 들렸다가요 맛있는 디저트 먹,1,0,0,1,0,0,0,0,0,0,0
2099,식물,사장님 너무 친절하셔서 놀라고 케이크도 맛있어서 너무 좋았던 장소 커피도 유기농 커피 먹었는데 처음 먹는 맛이라 신기했어요 근데 조금 한커피 가격대는 있는 편이지만 나중에 포장하러 재방문 할 것 같아용,1,0,0,0,0,0,0,0,0,0,0
2100,식물,나만 알고 싶은 곳이지만 이미 유명하죠 그치만 그래도 사장님들 친절하시고 케이크도 너무 맛있어서 또 오고 싶어요,1,1,0,1,0,0,0,0,0,0,0
2101,식물,아 비건이든 아니든 디저트 자체가 너무 맛있어요 자극적이지 않고 고소한 맛에 행복 그 자체,0,0,0,1,0,0,0,0,0,0,0
2102,식물,커피랑 차 디저트 다 맛있었어요 신메뉴도 맛보라고 주셔서 먹어봤는데 블루베리 치즈 케이크 넘 맛있었어요 너무 친절하시고 가게도 너무 예뻐서 좋은 시간 보내고 가요 감사합니당 저는 쑥팥인절미케이크 제일 추천합니당,0,1,0,1,0,1,0,0,0,0,0
2103,식물,사장님 너무 친절하세요 좋은재료로 만든 케익인데 일반케익보다 더 맛있어서 또 방문하려고합니다,1,0,0,1,0,0,0,0,0,0,0
2104,식물,비건 아닌데 비건을 여기저기 찾아 먹었습니다 여기는 정말 맛있어요 특히 당도는 너무 맘에 듭니다 자주 이용할게요 맛있고 건강한 디저트를 만들어 주셔서 정말 감사합니다,0,0,0,1,0,0,0,0,0,0,0
2105,반짝반짝빛나는,오늘 처음 데이트 하러 와봣는데 주인분도 넘넘 친절하시고 디저트랑 음료 넘넘 맛잇엇어요 그림그리는게 재밋어서 시간 가는 줄 몰 랏네요 일단 매장이 정말 이쁘고 특이해서 유럽에 잇는 집에 느낌 다들 데이트 장소로 강추 합니다 사장님 너무 친절 해서 다음에 또 올게요,1,0,1,1,0,0,0,0,0,0,0
2106,반짝반짝빛나는,인테리어가 우선 너무 예뻐요 사진찍기 좋은 곳 친구랑 카페만 가다가 커피도 마시면서 그림 그리면 재밌겠다 싶어서 가봤는데 생각보다 더 집중해서 열심히 그림 그리고 왔네요 음악도 너무 좋고 익선동 한옥 인테리어에서 재밌는 체험 했네요 데이트코스로 짱이에요,0,0,1,0,0,0,0,1,0,0,0
2107,반짝반짝빛나는,익선동 데이트 코스로 강추합니다 합리적인 가격에 다양한 미술 재료들을 사용할 수 있고 뒤에 대기하는 사람이 없으면 시간 제한 없이 자유롭게 사용가능해요 도안 종류도 다양하고 완전 힐링하고 오는 시간이었습니당,0,0,0,0,0,0,0,0,0,1,0
2108,반짝반짝빛나는,오랜만에 블란서미술관을 왔는데 항상 분위기도 좋고 노래도 잔잔하게 나오고 그림 그리기는 것에 온전히 집중할 수 있어서 너무 좋아요 음료는 오미자차랑 딸기범벅 라떼를 마셨는데 진짜 딸기라떼 겁나 꾸덕하고 달달하고 오미자차는 상큼하니 너무 맛있었습니다 엄마랑 좋은 추억 만들 수 있어서 너무 좋았어요 다음에 또올게요,0,0,1,0,0,1,0,0,0,0,1
2109,반짝반짝빛나는,드로잉카페 처음 와봤는데 생각보다 너무 재밌네요 그림도 너무 마음에 들고요 시간 순삭이예요 못생긴 그림이지만 제가 직접해서 그런지 저한테는 젤 멋있는 그림이네용 너무 즐겁고 힐링되는 시간이였어요 짱짱,0,0,0,0,0,0,0,0,0,0,0
2110,반짝반짝빛나는,가족들이랑 주말에 고민하다가 그림 그리러 왔는데 다들 즐거운 시간 보내고 갑니다 주말에 나와서 힐링하는 시간이었어요 매장 분위기도 노래도 그림 그리는 분위기랑 너무 잘어울려서 몰입하기 좋았습니다 감사해요,0,0,1,0,0,0,0,0,0,0,1
2111,반짝반짝빛나는,이색데이트 하기로 좋은곳 같아요 서로 대화하면서 시간보내기도 좋고 인스타용 사진 건지기도 좋은 곳,0,0,0,0,0,0,1,1,0,0,0
2112,반짝반짝빛나는,두시간동안 그림 잘 그리고 갑니다 음료도 맛있고 인테리어도 예뻐요 분위기도 노래도 제 취향입니다 포토 스팟으로도 좋아요,0,0,1,0,0,1,0,1,0,0,0
2113,반짝반짝빛나는,평일이라 뒤에 예약이 없어서 시간제한 없이 할 수 있어서 완성했어요 그림은 나의 영역이 아닌것으로 오늘부터 미술 잘하는 분들 존경하기로 했습니다 분위기도 한옥 분위기에 너무 고즈넉하고 좋아요 노래도 신나고 그림 그리다가 발재간 하며 춤 출뻔 했어요,0,0,1,0,0,0,0,0,0,0,0
2114,곤트란쉐리에 도화서길점,층도 많고 좌석도 넓고 커피맛도 좋아서 종종 가는 곳이에요 선선할때 루프탑 가면 참 좋은거 같아요 다만 특성상 청소가 좀 덜되어 있는 느낌은 어쩔수 없네요 에어컨 필터 청소좀 부탁드려요,0,1,1,0,0,0,0,0,0,0,0
2115,곤트란쉐리에 도화서길점,호텔세느장 익선동 새로운 장소 발견 호텔였던듯 아인슈페너 달콤한 크림 아이스아메리카노 맛있다 까눌레 피칸,0,1,0,0,0,0,0,0,0,0,0
2116,곤트란쉐리에 도화서길점,원하는 자리만 있다면야 놀러가기 좋은듯 디저트 퀄리티도 생각보다 좋았음,0,0,0,1,0,0,0,0,0,0,0
2117,곤트란쉐리에 도화서길점,티라미슈가 촉촉하니 제 입맛에 딱 맞았어요 포토스팟이 많아서 시간 가는 줄 모르고 있었어요 주말에 항상 붐벼서 못 갔는데 평일이라서 그런지 완전 편안하게 있다왔네요,0,0,0,1,0,0,0,1,0,0,0
2118,곤트란쉐리에 도화서길점,익선동 단골집 커피 맛나요 카눌라 최고야요,0,0,0,0,0,0,0,0,0,0,0
2119,곤트란쉐리에 도화서길점,인테리어가 호텔 컨셉이라 독특하구 커피맛도 좋아서 종종 들르네요 날좋을때는 루프탑도 이용하기 좋아요,0,1,1,0,0,0,0,0,0,0,0
2120,곤트란쉐리에 도화서길점,분위기 좋아용 커피도 맛있어용,0,1,1,0,0,0,0,0,0,0,0
2121,곤트란쉐리에 도화서길점,드라마 호텔 델루나 때문에 알게 되었는데 년전쯤 왔을땐 복잡해서 안들어왔는데 오늘 와봤더니 창가 자리는 다 차있고 침대 놓여진 편한 자리는 있어서 거기에 앉으니 잠이 오네요 아아랑 치즈케잌 주문했는데 디저트는 그닥 많진 않은거 같아요,0,0,0,0,0,0,0,0,0,0,0
2122,곤트란쉐리에 도화서길점,신기한 인테리어의 카페입니다,0,0,0,0,0,0,0,0,0,0,0
2123,익선주택,정말 오랜만에 나간 인사동에서 태극당을 보고 반가운 마음에 방문했어요 층에 위치해 창밖을 내다보는 즐거움도 있고 단팥빵도 맛있었어요 담에 가면 팥빙수랑 모나카 아이스크림을 먹어보려구요,0,0,0,1,0,0,0,0,0,0,0
2124,익선주택,모나카아이스크림 단팥빵 사라다빵 모두 맛있어요 아이스크림도 깔끔한 맛이고 단팥빵도 많이 달지 않고 호두가 씹혀서 고소해요 사라다빵은 가격이 천원이라 비싸지만 양배추가 많이 들어간 속이 엄청 많아서 한 끼 식사로도 충분할 정도예요 모든 메뉴들 빵 자체도 부드럽고 맛있어요,0,0,0,1,0,0,0,0,0,0,0
2125,익선주택,맛있어요 특히 소말고 빵부분이 진짜굳,0,0,0,1,0,0,0,0,0,0,0
2126,익선주택,단팥빵이 정말정말 최고입니다 이렇게 맛있는 단팥빵이 어디있나요 새계최고의 단팥빵,0,0,0,1,0,0,0,0,0,0,0
2127,익선주택,맛있어용 태극당 짱,0,0,0,0,0,0,0,0,0,0,0
2128,익선주택,옛날 팥빙수는 얼음 알갱이가 거칠어요 요즘 부드럽고 잘잘한 느낌은 절대 아니에요 그런데 계속 손이 가네요 크림빵은 베스트셀러답게 맛나요,0,0,0,1,0,0,0,0,0,0,0
2129,익선주택,크림빵이 먹고싶어서 김밥사러갔다가 같이 사왔어요 빵 텍스처가 저한테는 약간 질긴감이 있고 겉면에서 탄맛이 살짝 느껴졌어요 그렇다고 탄건 아니고 조금 더 구워졌다 제가 아무것도 안먹은 상태에서 먹어서 좀 더 맛을 강하게 느꼈을수도 있습니다 맛은 쏘쏘,0,0,0,0,0,0,0,0,0,0,0
2130,익선주택,모니카 아이스크림 맛있어요,0,0,0,1,0,0,0,0,0,0,0
2131,태극당 인사점,원래 가려고 했던 카페가 만석이라 검색해보고 온건데 여기 오길 더 잘한거 같아요 평소에 산미가 있는 커피를 좋아하는데 산미 있 는 커피로 마실 수 있어서 좋아요 망고백향과에이드는 너무 달지도 않고 망고랑 백향과가 잘 어울려서 맛있어요 밥먹고 간거라서 빵은 못 먹었지만 다음에 또 방문하면 빵도 먹어보고 싶어요,0,1,0,0,0,0,0,0,0,0,0
2132,태극당 인사점,인테리어 예쁜 한옥 카페입니다 소금빵과 밀크티 맛있어요,0,0,1,1,0,1,0,0,0,0,0
2133,태극당 인사점,차도 빵도 맛있었어요 다 먹고 또 구입해서 포장까지,0,0,0,1,0,1,0,0,0,0,0
2134,태극당 인사점,뷰 너무 좋고 빵 음료 모두 큰 기대 안했는데 너무 맛있었어요 재방문의사 있습니다,0,0,0,1,0,1,0,0,1,0,0
2135,태극당 인사점,가오픈 기간에 방문했는데 앞으로 서순라길 대표스팟이 될 일만 남은 것 같아요 커피와 빵도 무척 맛있고 매장이 깊기도 해서 밖에서 보는 것보다 자리도 많습니다 인테리어도 멋지구요 위생관리도 철저히 하시고 친절하셔서 모든 것이 만족스럽게 기억됩니다 추천해요,1,1,1,1,1,0,0,0,0,0,0
